UT	AF	TI	SO	AB	C1	PY	WC	author	gender.x	author_male	gender.y	author_female
ISI000455064700020	SCHLEINITZ, KATJA; PETZOLDT, TIBOR; GEHLERT, TINA	RISK COMPENSATION? THE RELATIONSHIP BETWEEN HELMET USE AND CYCLING SPEED UNDER NATURALISTIC CONDITIONS	JOURNAL OF SAFETY RESEARCH	INTRODUCTION: AN ARGUMENT AGAINST MANDATORY HELMET USE IS BASED ON THE IDEA OF RISK COMPENSATION, WHICH MEANS THAT CYCLISTS MIGHT RIDE FASTER WHEN WEARING A HELMET (LARDELLI-CLARET ET AL., 2003). HOWEVER, QUESTIONNAIRE AND EXPERIMENTAL STUDIES WERE UNABLE TO FIND EVIDENCE FOR THIS ASSUMPTION (FYHRI ET AL., 2012; FYHRI & PHILIPPS, 2013). SIMULTANEOUSLY, OTHER FACTORS WITH A POTENTIAL ROLE IN HELMET USE AND CYCLING SPEED, SUCH AS TRIP LENGTH AND RIDER CHARACTERISTICS HAVE BEEN NEGLECTED IN SUCH CONSIDERATIONS. THE GOAL OF THE ANALYSIS PRESENTED IN THIS PAPER WAS THEREFORE TO INVESTIGATE THE RELATIONSHIP BETWEEN HELMET USE AND CYDING SPEED UNDER NATURALISTIC CONDITIONS WHILE TAKING CHARACTERISTICS OF CYCLISTS AND BICYCLES INTO ACCOUNT. METHOD: AS PART OF A NATURALISTIC CYCLING STUDY, WE EQUIPPED THE BICYCLES OF CONVENTIONAL AND E-BIKE RIDERS WITH DATA ACQUISITION SYSTEMS TO RECORD SPEED AND TRIP DISTANCE. IT INCLUDED TWO CAMERAS (ONE FOR THE FACE OF THE PARTICIPANT, ANOTHER ONE FOR THE FORWARD SCENERY). FOR THE ANALYSIS PRESENTED IN THIS PAPER, WE USED THE DATA OF 76 PARTICIPANTS (28 CONVENTIONAL BICYCLES, 48 E-BIKES). RESULTS: IN TOTAL, PARTICIPANTS USED THEIR HELMET FOR 56% OF ALL TRIPS. HELMETS WERE USED MORE FREQUENTLY FOR LONGER TRIPS. A LINEAR MIXED MODEL, IN WHICH TRIP LENGTH, HELMET USE, BICYCLE TYPE, AGE, AND GENDER WERE USED AS PREDICTORS SHOWED THAT HELMET USE DID NOT PLAY A SIGNIFICANT ROLE FOR CYCLING SPEED. INSTEAD, ALL OTHER FACTORS THAT WERE ANALYZED, WITH THE EXCEPTION OF GENDER, HAD A SIGNIFICANT RELATIONSHIP TO CYCLING SPEED. DISCUSSION: THE ASSUMPTION OF RISK COMPENSATION AS A RESULT OF THE USE OF A HELMET COULD NOT BE CONFIRMED. INSTEAD, THE FINDINGS SEEM TO SUPPORT THE SUGGESTION THAT CYCLISTS WHO UNDERTAKE TRIPS AT POTENTIALLY HIGHER SPEED LEVELS ARE AWARE OF THEIR INCREASED RISK, AND ACTIVELY TRY TO REDUCE IT THROUGH THE USE OF A HELMET. (C) 2018 NATIONAL SAFETY COUNCIL AND ELSEVIER LTD. ALL RIGHTS RESERVED.	[SCHLEINITZ, KATJA] UNIV TECHNOL, COGNIT & TRAFF PSYCHOL, CHEMNITZ, GERMANY.; [PETZOLDT, TIBOR] TECH UNIV DRESDEN, TRAFF & TRANSPORTAT PSYCHOL, DRESDEN, GERMANY.; [GEHLERT, TINA] GERMAN INSURERS ACCID RES UDV, BERLIN, GERMANY.	2018	ERGONOMICS; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; SOCIAL SCIENCES, INTERDISCIPLINARY; TRANSPORTATION	3.0	male	1.0	female	2.0
ISI000454791100006	SMITH, DANIEL M.; MARTINY, SARAH E.	STEREOTYPE THREAT IN SPORT: RECOMMENDATIONS FOR APPLIED PRACTICE AND RESEARCH	SPORT PSYCHOLOGIST	STEREOTYPE-THREAT THEORY HOLDS THAT ACTIVATION OF A NEGATIVE STEREOTYPE HAS A HARMFUL EFFECT ON PERFORMANCE IN COGNITIVE AND MOTOR DOMAINS. THIS PAPER PROVIDES A LITERATURE REVIEW OF STEREOTYPE-THREAT RESEARCH IN THE MOTOR DOMAIN FOLLOWED BY RECOMMENDATIONS FOR SPORT PSYCHOLOGY PRACTITIONERS. THE REVIEW DISCUSSES THE MOST WIDESPREAD STEREOTYPES THAT EXIST IN SPORT, THE EFFECTS OF STEREOTYPE ACTIVATION ON PERFORMANCE IN DIFFERENT SPORTS, AND MECHANISMS THAT EXPLAIN WHY STEREOTYPE THREAT DECREASES PERFORMANCE. RECOMMENDATIONS FOR PRACTITIONERS INCLUDE INDIVIDUAL- AND ORGANIZATIONAL-LEVEL APPROACHES, WITH THE FORMER SUBDIVIDED INTO INTERVENTIONS AIMED AT PREVENTION OR COPING.	[SMITH, DANIEL M.] SPRINGFIELD COLL, DEPT PHYS EDUC & HLTH EDUC, SPRINGFIELD, MA 01109 USA.; [MARTINY, SARAH E.] UIT ARCTIC UNIV NORWAY, DEPT PSYCHOL, TROMSO, NORWAY.	2018	HOSPITALITY, LEISURE, SPORT & TOURISM; PSYCHOLOGY, APPLIED; PSYCHOLOGY; SPORT SCIENCES	2.0	male	1.0	female	1.0
ISI000454685700004	RAIHAN, MOHAMMAD MOJAMMEL HUSSAIN; UDDIN, MOHAMMAD JASIM	CREATING WOMEN'S CAPABILITIES THROUGH MICROCREDIT IN BANGLADESH	SRI LANKA JOURNAL OF SOCIAL SCIENCES	GROUP-BASED MICROCREDIT, AN EXTENSION OF SMALL AMOUNTS OF COLLATERAL-FREE INSTITUTIONAL LOANS TO POOR WITH LIMITED ACCESS TO FORMAL CREDIT MARKETS, HAS BECOME ONE OF THE MOST POPULAR DEVELOPMENT STRATEGIES IN BANGLADESH. THE UNDERLYING LOGIC BEHIND THE GROUP LENDING MODEL IS THAT THE PROVISION OF SMALL LOANS FOR POOR WOMEN, IN PARTICULAR, COULD FACILITATE SOCIO-ECONOMIC DEVELOPMENT AND LIVELIHOOD IMPROVEMENT IN THE RURAL AREAS. MICROCREDIT TO WOMEN IS CONSIDERED AS A TOOL FOR EMPOWERING WOMEN WITH INCREASED SELF-ESTEEM, DECISIONMAKING CAPABILITY AND NEW INCOME-EARNING OPPORTUNITIES. HOWEVER, THE IMPACT OF MICROCREDIT ON MARGINALIZED PEOPLE REMAINS DEBATED. WHILE THE POSITIVE IMPACT OF MICROCREDIT ON MILLIONS OF POOR PEOPLE'S LIVES HAS BEEN DOCUMENTED BY VARIOUS STUDIES, THERE ARE ALSO STUDIES THAT CHALLENGE THE ARGUMENTS ABOUT WOMEN EMPOWERMENT THROUGH MICROCREDIT INVOLVEMENT. BASED ON INTERVIEWS WITH 175 OF ECONOMICALLY AND SOCIALLY VULNERABLE FEMALE MICROCREDIT BORROWERS, THE PRESENT STUDY CONTRIBUTES TO THE CONTINUING DEBATE OVER HOW OR IF MICROCREDIT INTERVENTION ENHANCES WOMEN'S CAPABILITIES IN ACHIEVING HEALTH CARE UTILIZATION, FOOD AND NUTRITION SECURITY, AND PERSONAL FREEDOM AT THE LOCAL LEVEL IN BANGLADESH. INDICES WERE DEVELOPED TO QUANTIFY THE CAPABILITIES OF WOMEN. TO MEASURE DIFFERENT ASPECTS OF CAPABILITIES, VARIABLES WERE ANALYZED THROUGH UNIVARIATE AND BI-VARIATE ANALYSES. THE RESULTS OF THE PRESENT STUDY CONFIRM THAT MICROCREDIT INVOLVEMENT IMPROVES WOMEN'S BASIC CAPABILITIES BUT IT IS NOT AS SIGNIFICANT AS ATTESTED BY EARLIER STUDIES.	[RAIHAN, MOHAMMAD MOJAMMEL HUSSAIN; UDDIN, MOHAMMAD JASIM] SHAHJALAL UNIV SCI & TECHNOL, DEPT SOCIOL, SYLHET, BANGLADESH.	2018	SOCIAL SCIENCES, INTERDISCIPLINARY	2.0	male	2.0		
ISI000454685700006	SAMARAKOON, S. J. M. N. G.; MAYADUNNE, GEETHA	AN EXPLORATORY STUDY ON LOW LABOUR FORCE PARTICIPATION OF WOMEN IN SRI LANKA	SRI LANKA JOURNAL OF SOCIAL SCIENCES	DESPITE GENDER PARITY IN EDUCATION FAVORING FEMALE AND POSITIVE OUTCOMES IN FEMALE EDUCATION, ABOUT TWO THIRDS OF THE WORKING AGE WOMEN IN SRI LANKA DO NOT PARTICIPATE IN THE LABOR FORCE AND STAY AT HOME. THIS STUDY SOUGHT TO UNDERSTAND THE SHARE DISTRIBUTION AND INCIDENCE OF STAY AT HOME WOMEN WITH DIFFERENT LEVELS OF EDUCATION ATTAINMENT AND TO IDENTIFY REASONS FOR NON-PARTICIPATION. THE ANALYSIS WAS BASED ON QUANTITATIVE DATA FROM THE 2014 LABOR FORCE SURVEY AND 2012/13 HOUSEHOLD INCOME AND EXPENDITURE SURVEYS OF THE DEPARTMENT OF CENSUS AND STATISTICS, AND ON QUALITATIVE DATA COLLECTED FROM INTERVIEWS WITH LABOR MARKET EXPERTS. QUANTITATIVE ANALYSIS SHOWS THAT THE LARGEST SHARE AND THE HIGHEST INCIDENCE OF WORKING AGE WOMEN WHO DO NOT PARTICIPATE IN THE LABOUR FORCE ARE UPPER SECONDARY SCHOOL DROPOUTS. THE LOWEST SHARE AND INCIDENCE ARE AMONG THOSE WITH TERTIARY EDUCATION. THOUGH THE SHARE OF STAY AT HOME WOMEN WITH LOWER EDUCATION WAS LOW, INCIDENCE WAS HIGH. IRRESPECTIVE OF EDUCATIONAL ATTAINMENT, BEING MARRIED AND HAVING A HOUSEHOLD INCOME WERE SIGNIFICANT FACTORS EXPLAINING NON-PARTICIPATION IN THE LABOR FORCE. LABOUR FORCE PARTICIPATION OF THE TERTIARY EDUCATED WOMEN WAS NOT AFFECTED BY MATERNAL STATUS, ETHNO RELIGIOUS IDENTITY OR LABOR MARKET FACTORS. THE QUALITATIVE DATA SUGGESTS THE IMPORTANT ROLE OF RESERVATION WAGES IN THE LABOR FORCE PARTICIPATION DECISION OF UPPER SECONDARY SCHOOL DROPOUTS. THE ABSENCE OF SOFT AND HARD SKILLS REQUIRED TO ACCESS JOBS, MEETING THEIR RESERVATION WAGE LEVELS AND THE ABSENCE OF EMPLOYMENT GUIDANCE TEND TO IMPEDE THEIR PARTICIPATION IN THE LABOR FORCE.	[SAMARAKOON, S. J. M. N. G.] SABARAGAMUWA UNIV SRI LANKA, FAC SOCIAL SCI & LANGUAGES, DEPT ECON & STAT, BELIHULOYA, SRI LANKA.	2018	SOCIAL SCIENCES, INTERDISCIPLINARY	1.0			female	1.0
ISI000454498000003	CARPENTER, MORGAN	"\\\""THE \\\""NORMALIZATION\\\"" OF INTERSEX BODIES AND \\\""OTHERING\\\"" OF INTERSEX IDENTITIES IN AUSTRALIA\\""\"""""	JOURNAL OF BIOETHICAL INQUIRY	ONCE DESCRIBED AS HERMAPHRODITES AND LATER AS INTERSEX PEOPLE, INDIVIDUALS BORN WITH INTERSEX VARIATIONS ARE ROUTINELY SUBJECT TO SO-CALLED NORMALIZING MEDICAL INTERVENTIONS, OFTEN IN CHILDHOOD. OPPOSITION TO SUCH PRACTICES HAS BEEN MET BY ATTEMPTS TO DISCREDIT CRITICS AND REASSERTED CLINICAL AUTHORITY OVER THE BODIES OF WOMEN AND MEN WITH DISORDERS OF SEX DEVELOPMENT. HOWEVER, CLAIMS OF CLINICAL CONSENSUS HAVE BEEN SELECTIVELY CONSTRUCTED AND APPLIED AND LACK EVIDENCE. LIMITED TRANSPARENCY AND LACK OF ACCESS TO JUSTICE HAVE HELPED TO PERPETUATE FORCED INTERVENTIONS. AT THE SAME TIME, ASSOCIATED WITHTHE DIFFUSION OF DISTINCT CONCEPTS OF SEX AND GENDER, INTERSEX HAS BEEN CONSTRUCTED AS A THIRD LEGAL SEX CLASSIFICATION, ACCOMPANIED BY PIOUS HOPES AND UNWARRANTED EXPECTATIONS OF CONSEQUENCES. THE EXISTENCE OF INTERSEX HAS ALSO BEEN INSTRUMENTALIZED FOR THE BENEFIT OF OTHER, INTERSECTING, POPULATIONS. THE CREATION OF GENDER CATEGORIES ASSOCIATED WITH INTERSEX BODIES HAS CREATED PROFOUND RISKS: A PARADOXICALLY NARROWED AND NORMATIVE GENDER BINARY, MAINTENANCE OF MEDICAL AUTHORITY OVER THE BODIES OF DISORDERED FEMALES AND MALES, AND CLAIMS THAT TRANSGRESSIONS OF SOCIAL ROLES ASCRIBED TO A THIRD GENDER ARE DECEPTIVE. CLAIMS THAT MEDICALIZATION SAVES INTERSEX PEOPLE FROM OTHERING, OR THAT LEGAL OTHERING SAVES INTERSEX PEOPLE FROM MEDICALIZATION, ARE CONTRADICTORY AND EMPTY RHETORIC. IN PRACTICE, INTERSEX BODIES REMAIN NORMALIZED OR ELIMINATED BY MEDICINE, WHILE SOCIETY AND THE LAW OTHERS INTERSEX IDENTITIES. THAT IS, MEDICINE CONSTRUCTS INTERSEX BODIES AS EITHER FEMALE OR MALE, WHILE LAW AND SOCIETY CONSTRUCT INTERSEX IDENTITIES AS NEITHER FEMALE NOR MALE. AUSTRALIAN ATTEMPTS AT REFORMS TO RECOGNIZE THE RIGHTS OF INTERSEX PEOPLE HAVE EITHER FAILED TO ADEQUATELY COMPREHEND THE POPULATION AFFECTED OR LACKED IMPLEMENTATION. AN EMERGING HUMAN RIGHTS CONSENSUS DEMANDS AN END TO SOCIAL PREJUDICE, STIGMA, AND FORCED MEDICAL INTERVENTIONS, FOCUSING ON THE RIGHT TO BODILY INTEGRITY AND PRINCIPLES OF SELF-DETERMINATION.	[CARPENTER, MORGAN] INTERSEX HUMAN RIGHTS AUSTRALIA, SYDNEY, NSW, AUSTRALIA.; [CARPENTER, MORGAN] UNIV SYDNEY, SYDNEY HLTH ETH, LEVEL 1,MED FDN BLDG,K25, SYDNEY, NSW 2006, AUSTRALIA.	2018	ETHICS; MEDICAL ETHICS; SOCIAL ISSUES; SOCIAL SCIENCES, BIOMEDICAL	1.0			female	1.0
ISI000454498000004	KELES, SUKRU; KAVAS, MUSTAFA VOLKAN; YALIM, NEYYIRE YASEMIN	LGBT PLUS INDIVIDUALS' PERCEPTIONS OF HEALTHCARE SERVICES IN TURKEY: A CROSS-SECTIONAL QUALITATIVE STUDY	JOURNAL OF BIOETHICAL INQUIRY	WHEN ACCESSING HEALTHCARE SERVICES, LGBT+ INDIVIDUALS ARE OFTEN EXPOSED TO SEGREGATING AND MARGINALIZING DISCOURSES. KNOWLEDGE ABOUT HOW SUCH EXPERIENCES ARE REFLECTED IN THE MORAL WORLD OF LGBT+ INDIVIDUALS LIVING IN TURKEY IS LIMITED. THIS STUDY EXAMINED LGBT+ INDIVIDUALS' LIVED EXPERIENCES WHEN UTILIZING HEALTHCARE SERVICES. THE FINDINGS ARE DISCUSSED IN TERMS OF MORAL DISCOURSES RELATED TO LGBT+ INDIVIDUALS' GENDER IDENTITY AND SEXUAL ORIENTATION. A QUALITATIVE FIELD STUDY WAS CONDUCTED USING SEMI-STRUCTURED INTERVIEWS WITH FIFTY-FIVE LGBT+ INDIVIDUALS FROM TURKISH CITIES WHO WERE IN CONTACT WITH VARIOUS NON-GOVERNMENTAL ORGANIZATIONS THAT CONDUCT STUDIES ON GENDER IDENTITY AND SEXUAL ORIENTATION. A QUESTIONNAIRE WAS ADMINISTERED WITH ITEMS ON PARTICIPANTS' DEMOGRAPHIC INFORMATION, EXPERIENCES, BEHAVIOURAL PATTERNS, AND KNOWLEDGE REGARDING HEALTHCARE SERVICES. THE DATA WERE ANALYSED THEMATICALLY. THE FINDINGS WERE EVALUATED WITHIN THE FRAMEWORK OF ACCESS TO HEALTHCARE SERVICE THEME RELATED TO HEALTHCARE SERVICE DEMAND CONTEXT. ADDITIONALLY, THE INTERACTION WITH PHYSICIANS THEME WAS ADDRESSED IN THE CONTEXT OF PHYSICIAN-PATIENT/COUNSELEE RELATIONSHIP. LGBT+ INDIVIDUALS STATE THAT THEY ARE EXPOSED TO STIGMATIZING AND SEGREGATING DISCOURSES BY HEALTHCARE PROFESSIONALS, WHICH MIGHT POSE AN OBSTACLE FOR ADAPTIVE HEALTH-SEEKING BEHAVIOURS. THESE RESULTS SUGGEST THAT PHYSICIANS' PROFESSIONAL APPROACH HAS A CONSIDERABLE INFLUENCE ON LGBT+ INDIVIDUALS' CAPACITY FOR UTILIZING HEALTHCARE SERVICES.	[KELES, SUKRU] HACETTEPE UNIV, FAC MED, DEPT HIST MED & ETH, TR-06100 ANKARA, TURKEY.; [KAVAS, MUSTAFA VOLKAN; YALIM, NEYYIRE YASEMIN] ANKARA UNIV, FAC MED, DEPT HIST MED & ETH, MORPHOL BLDG,AHMET ADNAN SAYGUN CAD 35, TR-06230 ANKARA, TURKEY.	2018	ETHICS; MEDICAL ETHICS; SOCIAL ISSUES; SOCIAL SCIENCES, BIOMEDICAL	1.0	male	1.0		
ISI000454498000007	GO, JOHANN J.	SHOULD GENDER REASSIGNMENT SURGERY BE PUBLICLY FUNDED?	JOURNAL OF BIOETHICAL INQUIRY	TRANSGENDER PEOPLE HAVE AMONG THE HIGHEST RATES OF SUICIDE ATTEMPTS OF ANY GROUP IN SOCIETY, DRIVEN STRONGLY BY THE PERCEPTION THAT THEY DO NOT BELONG IN THE SEX OF THEIR PHYSICAL BODY. GENDER REASSIGNMENT SURGERY (GRS) IS A PROCEDURE THAT CAN CHANGE THE TRANSGENDER PERSON'S PHYSICAL BODY TO ACCORD WITH THEIR GENDER IDENTITY. THE PROCEDURE RAISES IMPORTANT ETHICAL AND DISTRIBUTIVE JUSTICE CONCERNS, GIVEN THE CONTROVERSY OF WHETHER IT IS A COSMETIC OR MEDICAL PROCEDURE AND THE ECONOMIC COSTS ASSOCIATED WITH PERFORMING THE PROCEDURE. THIS PAPER ARGUES THAT THERE IS A STRONG CASE FOR FUNDING GRS AS A MATTER OF CLINICAL NECESSITY AND JUSTICE. THIS PAPER WILL BE DIVIDED IN FOUR KEY SECTIONS: FIRST, THE STATE OF TRANSGENDER HEALTH WILL BE OUTLINED, INCLUDING THE ROLE OF GRS AND COMMON OBJECTIONS TO IT. SECOND, A NUMBER OF COMMON OBJECTIONS TO GRS WILL BE ANALYSED AT THE OUTSET AND SHOWN TO BE UNCONVINCING. THIRD, A CONSTRUCTIVE ARGUMENT WILL BE ADVANCED, ARGUING THAT PUBLICLY FUNDED GRS IS CLINICALLY NECESSARY, COST-EFFECTIVE, AND DEMANDED BY PRINCIPLES OF JUSTICE. FOURTH, THE PAPER WILL BRIEFLY DISCUSS MORALISTIC BIASES AND WHY WE DEMAND A HIGHER BURDEN OF JUSTIFICATION FOR FUNDING GRS COMPARED WITH OTHER ANALOGOUS PROCEDURES.	[GO, JOHANN J.] UNIV OXFORD, WORCESTER COLL, WALTON ST, OXFORD OX1 2HB, OXON, ENGLAND.	2018	ETHICS; MEDICAL ETHICS; SOCIAL ISSUES; SOCIAL SCIENCES, BIOMEDICAL	1.0	male	1.0		
ISI000454498000012	KARKAZIS, KATRINA; CARPENTER, MORGAN	"\\\""IMPOSSIBLE \\\""CHOICES\\\"": THE INHERENT HARMS OF REGULATING WOMEN'S TESTOSTERONE IN SPORT\\""\"""""	JOURNAL OF BIOETHICAL INQUIRY	IN APRIL 2018, THE INTERNATIONAL ASSOCIATION OF ATHLETICS FEDERATIONS (IAAF) RELEASED NEW REGULATIONS PLACING A CEILING ON WOMEN ATHLETES' NATURAL TESTOSTERONE LEVELS TO ENSURE FAIR AND MEANINGFUL COMPETITION. THE REGULATIONS REVISE PREVIOUS ONES WITH THE SAME INTENT. THEY REQUIRE WOMEN WITH HIGHER NATURAL LEVELS OF TESTOSTERONE AND ANDROGEN SENSITIVITY WHO COMPETE IN A SET OF RESTRICTED EVENTS TO LOWER THEIR TESTOSTERONE LEVELS TO BELOW A DESIGNATED THRESHOLD. IF THEY DO NOT LOWER THEIR TESTOSTERONE, WOMEN MAY COMPETE IN THE MALE CATEGORY, IN AN INTERSEX CATEGORY, AT THE NATIONAL LEVEL, OR IN UNRESTRICTED EVENTS. WOMEN MAY ALSO CHALLENGE THE REGULATION, WHETHER OR NOT THEY HAVE LOWERED THEIR TESTOSTERONE, OR QUIT SPORT. IRRESPECTIVE OF IAAF'S STATED AIMS, THE OPTIONS FORCED BY THE NEW REGULATIONS ARE IMPOSSIBLE CHOICES. THEY VIOLATE DIGNITY, THREATEN PRIVACY, AND METE OUT BOTH SUSPICION AND JUDGEMENT ON THE SEX AND GENDER IDENTITY OF THE ATHLETES REGULATED.	[KARKAZIS, KATRINA] YALE UNIV, GLOBAL HLTH JUSTICE PARTNERSHIP, 127 WALL ST, NEW HAVEN, CT 06511 USA.; [CARPENTER, MORGAN] UNIV SYDNEY, FAC MED & HLTH, SYDNEY HLTH ETH LEVEL 1,MED FDN BLDG,K25, SYDNEY, NSW 2006, AUSTRALIA.; [CARPENTER, MORGAN] INTERSEX HUMAN RIGHTS AUSTRALIA & GATE, NEWTOWN, TAS, AUSTRALIA.	2018	ETHICS; MEDICAL ETHICS; SOCIAL ISSUES; SOCIAL SCIENCES, BIOMEDICAL	2.0			female	2.0
ISI000454530800001	YOON, BIN NA; PARK, JI HOON; LEE, JEEHYUN	ILLUSION OF CHANGE: AUDIENCE READINGS OF A MALE CHILDCARE REALITY SHOW IN KOREA	ASIAN WOMEN	THE RETURN OF SUPERMAN (KBS2, 2013-) IS ONE OF KOREA'S SO-CALLED MALE CHILDCARE REALITY SHOWS. IT PORTRAYS CELEBRITY FATHERS TAKING CARE OF THEIR YOUNG CHILDREN, UNASSISTED, FOR 48 HOURS, WHILE THEIR WIVES ARE TAKING A RELAXING BREAK. THE NARRATIVE REVOLVES AROUND THE EXPERIENCES OF CLUMSY FATHERS WHO KNOW VERY LITTLE ABOUT CHILDCARE. USING AN AUDIENCE ANALYSIS, WE INVESTIGATE HOW BOTH MEN AND WOMEN REACT TO GENDER ROLES AS PORTRAYED IN THE RETURN OF SUPERMAN, AND EXAMINE HOW THEIR INTERPRETATION OF THE SHOW IS RELATED TO THE PROGRESSIVE POTENTIAL OF MALE CHILDCARE REALITY SHOWS. WE ARGUE THAT IT IS PREMATURE TO PRESUME THAT THE POPULARITY OF THIS SHOW INDICATES GENDER EQUALITY, CONSIDERING THAT BOTH MALE AND FEMALE VIEWERS ARE SKEPTICAL OF THE SHOW'S PORTRAYAL OF REALITY, AND THUS ARE NOT HOPEFUL ABOUT THE FEASIBILITY OF ACHIEVING GENDER EQUALITY IN REGARD TO HOUSEWORK IN THEIR OWN EVERYDAY LIVES.	[YOON, BIN NA] KOREA UNIV, SEOUL, SOUTH KOREA.; [PARK, JI HOON; LEE, JEEHYUN] KOREA UNIV, SCH MEDIA & COMMUN, SEOUL, SOUTH KOREA.	2018	WOMEN'S STUDIES	2.0	male	1.0	female	1.0
ISI000454530800002	E, QINYU; GOODALL, CATHERINE E.	CREATING DEMAND FOR ABORTION SERVICE: A CONTENT ANALYSIS OF ONLINE ADVERTISING VIDEOS FOR ABORTION CARE IN MAINLAND CHINA	ASIAN WOMEN	THIS STUDY EXAMINES HOW ONLINE ADVERTISEMENTS USE FEAR APPEALS TO PROMOTE ABORTION SERVICES AMONG CHINESE WOMEN. USING A QUANTITATIVE CONTENT ANALYSIS, WE IDENTIFIED VARIOUS EMOTIONAL APPEALS, AS WELL AS THE FOUR CONSTRUCTS OF THE EXTENDED PARALLEL PROCESS MODEL ADOPTED IN 159 CHINESE ONLINE ADVERTISING VIDEOS PROMOTING ABORTION SERVICES. WE FOUND THAT 83.0% OF ADS USED EMOTIONAL APPEALS, WHILE THE EMOTION OF FEAR WAS ADDRESSED MOST FREQUENTLY (73.0%); 98.7% OF ADS INCLUDED SELF-EFFICACY INFORMATION AND RESPONSE EFFICACY INFORMATION, FOLLOWED BY SUSCEPTIBILITY MESSAGES (81.8%); AND SEVERITY MESSAGES WERE THE LEAST LIKELY TO BE MENTIONED (73.6%). BASED ON THESE FINDINGS, WE CONCLUDE THAT CHINESE ONLINE ABORTION ADS RELY MOST HEAVILY ON FEAR APPEALS RATHER THAN OTHER TYPES OF EMOTIONAL APPEALS. THESE FEAR-RELATED MESSAGES OVERSELL THE BENEFITS OF ABORTION SERVICES AND MEDICALIZE THE EXPERIENCE OF UNPLANNED PREGNANCY, PRESENTING ABORTION AS A SOLUTION FOR CHINESE WOMEN WITH UNPLANNED PREGNANCIES.	[E, QINYU] UNIV TOKYO, GRAD SCH INTERDISCIPLINARY INFORMAT STUDIES, TOKYO, JAPAN.; [GOODALL, CATHERINE E.] KENT STATE UNIV, SCH COMMUN STUDIES, KENT, OH 44242 USA.	2018	WOMEN'S STUDIES	1.0			female	1.0
ISI000454530800003	YOO, JAEEON	THE EFFECT OF HEALTH AND FUNCTIONAL LIMITATION ON SEXUAL LIFE SATISFACTION: EVIDENCE FROM ELDERLY KOREAN COUPLES	ASIAN WOMEN	WE ANALYZED THE EFFECTS OF ELDERLY COUPLES' PHYSICAL AND COGNITIVE HEALTH AND THE LIMITATIONS IN INDEPENDENT LIVING ON THEIR SEXUAL LIFE SATISFACTION. USING KOREAN NATIONALLY REPRESENTATIVE DATA OF 1,930 COUPLES AGED 65 OR OLDER IN 2011, WE CONDUCTED ACTOR-PARTNER INTERDEPENDENCE MODEL (APIM) ANALYSIS. THE RESULTS REVEALED THAT THE WORSE PHYSICAL AND COGNITIVE FUNCTIONS OF THE OLDER ADULTS CAUSED LIMITATIONS IN INDEPENDENT LIVING, AND THESE HINDERED THEIR SEXUAL LIFE SATISFACTION. SPECIFICALLY, WE FOUND THAT THE SEXUAL LIFE SATISFACTION FOR HUSBANDS WAS INFLUENCED ONLY BY THEIR OWN WORSE PHYSICAL AND COGNITIVE FUNCTIONS. HOWEVER, SEXUAL LIFE SATISFACTION FOR WIVES WAS AFFECTED BY BOTH THEIR OWN AND THEIR SPOUSES' WORSE COGNITIVE FUNCTION. THE RESULTS SUGGESTED THAT IT WAS IMPORTANT TO PREVENT AND DELAY PHYSICAL AND COGNITIVE HEALTH DECLINE TO IMPROVE THE SEXUAL LIFE SATISFACTION OF ELDERLY COUPLES.	[YOO, JAEEON] KOREA INST HLTH & SOCIAL AFFAIRS, SEJONG CITY, SOUTH KOREA.	2018	WOMEN'S STUDIES					
